1211251023877753,SENSEX 25 Oct 23 74700 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2374700CE,12,11,877753,SENSEX,1,74700.0,CE,12100000001,None,0,0.0
1211251023877755,SENSEX 25 Oct 23 73200 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2373200CE,12,11,877755,SENSEX,1,73200.0,CE,12100000001,None,0,0.0
1211251023877756,SENSEX 25 Oct 23 79200 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2379200PE,12,11,877756,SENSEX,1,79200.0,PE,12100000001,None,0,0.0
1211251023877757,SENSEX 25 Oct 23 83800 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2383800CE,12,11,877757,SENSEX,1,83800.0,CE,12100000001,None,0,0.0
1211251023877760,SENSEX 25 Oct 23 85500 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2385500CE,12,11,877760,SENSEX,1,85500.0,CE,12100000001,None,0,0.0
1211251023877761,SENSEX 25 Oct 23 84000 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2384000CE,12,11,877761,SENSEX,1,84000.0,CE,12100000001,None,0,0.0
1211251023877764,SENSEX 25 Oct 23 75500 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2375500PE,12,11,877764,SENSEX,1,75500.0,PE,12100000001,None,0,0.0
1211251023877766,SENSEX 25 Oct 23 78700 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2378700PE,12,11,877766,SENSEX,1,78700.0,PE,12100000001,None,0,0.0
1211251023877767,SENSEX 25 Oct 23 77200 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2377200PE,12,11,877767,SENSEX,1,77200.0,PE,12100000001,None,0,0.0
1211251023877769,SENSEX 25 Oct 23 81800 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2381800CE,12,11,877769,SENSEX,1,81800.0,CE,12100000001,None,0,0.0
1211251023877770,SENSEX 25 Oct 23 87800 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2387800PE,12,11,877770,SENSEX,1,87800.0,PE,12100000001,None,0,0.0
1211251023877771,SENSEX 25 Oct 23 80300 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2380300CE,12,11,877771,SENSEX,1,80300.0,CE,12100000001,None,0,0.0
1211251023877774,SENSEX 25 Oct 23 88000 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2388000PE,12,11,877774,SENSEX,1,88000.0,PE,12100000001,None,0,0.0
1211251023877778,SENSEX 25 Oct 23 73500 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2373500PE,12,11,877778,SENSEX,1,73500.0,PE,12100000001,None,0,0.0
1211251023877779,SENSEX 25 Oct 23 77500 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2377500CE,12,11,877779,SENSEX,1,77500.0,CE,12100000001,None,0,0.0
1211251023877780,SENSEX 25 Oct 23 76000 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2376000CE,12,11,877780,SENSEX,1,76000.0,CE,12100000001,None,0,0.0
1211251023877782,SENSEX 25 Oct 23 85800 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2385800PE,12,11,877782,SENSEX,1,85800.0,PE,12100000001,None,0,0.0
1211251023877783,SENSEX 25 Oct 23 79200 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2379200CE,12,11,877783,SENSEX,1,79200.0,CE,12100000001,None,0,0.0
1211251023877784,SENSEX 25 Oct 23 84300 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2384300PE,12,11,877784,SENSEX,1,84300.0,PE,12100000001,None,0,0.0
1211251023877787,SENSEX 25 Oct 23 73800 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2373800CE,12,11,877787,SENSEX,1,73800.0,CE,12100000001,None,0,0.0
1211251023877788,SENSEX 25 Oct 23 75500 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2375500CE,12,11,877788,SENSEX,1,75500.0,CE,12100000001,None,0,0.0
1211251023877790,SENSEX 25 Oct 23 80600 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2380600PE,12,11,877790,SENSEX,1,80600.0,PE,12100000001,None,0,0.0
1211251023877791,SENSEX 25 Oct 23 74000 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2374000CE,12,11,877791,SENSEX,1,74000.0,CE,12100000001,None,0,0.0
1211251023877792,SENSEX 25 Oct 23 84600 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2384600CE,12,11,877792,SENSEX,1,84600.0,CE,12100000001,None,0,0.0
